63360 126216 
60637 60590 10 
60636 60589 19 
60636 60635 19 
60635 60588 12 
60635 60634 16 
60634 60587 17 
60634 60633 15 
60633 60586 17 
60633 60632 20 
60632 60585 20 
60632 60631 20 
60608 60561 14 
60607 60560 10 
60602 60555 13 
60600 60554 11 
60600 60599 20 
60599 60553 16 
60594 60593 13 
60593 60547 15 
60592 60545 15 
60592 60591 18 
60591 60544 17 
60591 60590 13 
60590 60543 15 
60589 60542 16 
60589 60588 16 
60588 60541 17 
60588 60587 15 
60587 60540 11 
60587 60586 11 
60586 60539 11 
60586 60585 18 
60585 60538 15 
60585 60584 20 
60584 60537 16 
60584 60583 16 
60583 60536 16 
60583 60582 17 
60567 60520 17 
60564 60517 14 
60563 60516 16 
60562 60515 16 
60556 60555 12 
60555 60508 14 
60554 60501 17 
60554 60553 19 
60553 60500 17 
60547 60546 18 
60546 60493 20 
60545 60491 13 
60545 60544 20 
60544 60490 12 
60544 60543 14 
60543 60489 10 
60542 60488 17 
60542 60541 12 
60542 60543 15 
60541 60487 18 
60541 60540 15 
60540 60486 10 
60540 60539 12 
60539 60485 12 
60539 60538 20 
60538 60484 18 
60538 60537 14 
60537 60483 18 
60537 60536 16 
60536 60482 19 
60535 60481 13 
60525 60471 15 
60505 60451 13 
60504 60450 18 
60504 60503 13 
60502 60448 18 
60501 60447 11 
60501 60500 19 
60494 60493 13 
60493 60440 19 
60493 60492 15 
60492 60439 17 
60492 60491 15 
60491 60438 19 
60490 60437 18 
60490 60489 11 
60490 60491 10 
60489 60436 15 
60488 60435 10 
60488 60487 11 
60487 60434 12 
60487 60486 20 
60486 60433 18 
60486 60485 19 
60485 60432 14 
60485 60484 19 
60484 60431 18 
60484 60483 12 
60483 60430 12 
60483 60482 18 
60482 60429 19 
60482 60481 13 
60481 60428 12 
60481 60480 15 
60480 60427 12 
60480 60479 12 
60479 60426 20 
60478 60425 15 
60477 60424 14 
60476 60423 12 
60475 60422 14 
60474 60421 18 
60472 60419 20 
60471 60418 10 
60468 60415 17 
60467 60414 13 
60466 60413 12 
60465 60412 12 
60464 60411 11 
60463 60410 12 
60462 60409 16 
60461 60408 10 
60460 60407 18 
60459 60406 19 
60459 60458 17 
60458 60405 15 
60457 60404 20 
60456 60403 18 
60455 60402 10 
60454 60401 10 
60453 60400 20 
60448 60395 19 
60447 60393 10 
60446 60392 16 
60439 60438 15 
60438 60384 13 
60438 60437 13 
60437 60383 10 
60437 60436 16 
60436 60382 18 
60435 60381 11 
60435 60434 12 
60435 60436 20 
60434 60380 16 
60434 60433 17 
60433 60379 12 
60433 60432 13 
60432 60378 15 
60432 60431 19 
60431 60377 18 
60431 60430 11 
60430 60376 10 
60430 60429 20 
60429 60375 16 
60429 60428 13 
60428 60374 13 
60428 60427 15 
60427 60373 19 
60427 60426 11 
60426 60372 13 
60425 60424 16 
60425 60426 16 
60424 60423 13 
60423 60422 12 
60422 60421 10 
60421 60420 11 
60420 60371 19 
60420 60419 15 
60419 60370 14 
60419 60418 17 
60418 60369 13 
60418 60417 18 
60417 60368 20 
60417 60416 11 
60416 60367 16 
60415 60366 14 
60415 60414 20 
60414 60365 11 
60414 60413 10 
60413 60364 14 
60412 60363 14 
60412 60411 19 
60411 60362 15 
60410 60361 11 
60409 60360 10 
60408 60359 14 
60407 60358 15 
60406 60357 20 
60405 60356 13 
60404 60355 20 
60403 60354 15 
60402 60353 18 
60401 60352 14 
60400 60351 12 
60395 60394 20 
60394 60345 13 
60393 60344 20 
60392 60342 10 
60392 60391 14 
60383 60333 17 
60383 60382 14 
60382 60332 12 
60381 60331 11 
60381 60380 20 
60381 60382 14 
60380 60330 10 
60380 60379 18 
60379 60329 16 
60379 60378 18 
60378 60328 14 
60378 60377 13 
60377 60327 18 
60377 60376 16 
60376 60326 17 
60376 60375 11 
60375 60325 17 
60375 60374 14 
60374 60324 18 
60374 60373 16 
60373 60323 20 
60373 60372 19 
60372 60322 15 
60371 60370 17 
60370 60369 14 
60369 60368 16 
60368 60367 20 
60367 60366 17 
60366 60365 13 
60365 60364 12 
60364 60363 19 
60363 60362 19 
60362 60361 17 
60361 60360 16 
60360 60359 11 
60359 60358 10 
60358 60357 16 
60357 60356 15 
60356 60355 15 
60355 60354 10 
60354 60353 11 
60353 60321 12 
60353 60352 16 
60352 60320 20 
60352 60351 15 
60351 60319 20 
60346 60345 10 
60345 60313 19 
60344 60343 16 
60343 60312 12 
60343 60342 12 
60342 60311 15 
60342 60341 13 
60341 60310 20 
60341 60340 20 
60331 60300 15 
60330 60299 13 
60330 60329 16 
60329 60298 14 
60329 60328 18 
60328 60297 17 
60328 60327 10 
60327 60296 17 
60327 60326 15 
60326 60295 14 
60326 60325 20 
60325 60294 13 
60325 60324 19 
60324 60293 20 
60324 60323 11 
60323 60292 12 
60323 60322 19 
60322 60291 11 
60321 60320 11 
60320 60290 11 
60320 60319 18 
60319 60289 20 
60319 60318 19 
60314 60313 17 
60312 60282 10 
60312 60311 14 
60311 60281 13 
60311 60310 10 
60310 60280 17 
60309 60279 18 
60308 60278 18 
60300 60270 15 
60299 60269 11 
60299 60298 11 
60298 60268 13 
60297 60267 18 
60296 60266 13 
60295 60265 20 
60295 60294 20 
60294 60264 10 
60293 60263 19 
60293 60292 13 
60292 60262 16 
60291 60261 12 
60290 60289 11 
60289 60260 19 
60282 60253 11 
60282 60281 14 
60281 60252 19 
60281 60280 20 
60280 60251 15 
60277 60248 20 
60270 60269 15 
60269 60240 20 
60269 60268 13 
60268 60239 17 
60268 60267 13 
60267 60238 19 
60267 60266 17 
60266 60237 10 
60265 60236 15 
60265 60264 20 
60264 60235 16 
60264 60263 20 
60263 60234 14 
60263 60262 18 
60262 60233 18 
60261 60232 17 
60260 60231 19 
60253 60252 11 
60252 60223 20 
60252 60251 15 
60251 60222 12 
60248 60219 19 
60247 60218 18 
60241 60240 12 
60240 60211 18 
60239 60210 15 
60236 60207 12 
60235 60206 16 
60234 60205 10 
60234 60233 17 
60233 60204 13 
60232 60203 15 
60232 60233 17 
60231 60202 10 
60225 60196 18 
60225 60224 13 
60224 60195 17 
60223 60194 17 
60223 60222 11 
60222 60193 20 
60221 60192 13 
60219 60218 20 
60218 60189 13 
60218 60217 19 
60217 60188 17 
60216 60187 17 
60210 60209 16 
60209 60180 14 
60209 60208 20 
60208 60179 11 
60208 60207 15 
60207 60178 14 
60206 60177 18 
60205 60176 15 
60204 60175 19 
60203 60174 12 
60202 60173 18 
60196 60167 19 
60196 60195 17 
60195 60166 17 
60194 60164 14 
60194 60193 19 
60193 60163 16 
60193 60192 16 
60192 60162 20 
60179 60178 10 
60178 60148 17 
60177 60147 18 
60176 60146 17 
60175 60145 16 
60175 60174 12 
60174 60144 13 
60173 60143 17 
60172 60142 17 
60166 60165 12 
60165 60135 17 
60164 60163 13 
60163 60162 20 
60162 60129 19 
60146 60145 17 
60145 60112 18 
60145 60144 16 
60144 60111 20 
60143 60110 18 
60142 60109 14 
60142 60143 17 
60141 60108 19 
60131 60098 14 
60131 60130 12 
60130 60097 17 
60129 60128 11 
60128 60127 16 
60127 60126 15 
60126 60125 16 
60125 60124 20 
60124 60096 13 
60124 60123 16 
60123 60095 16 
60112 60111 14 
60111 60083 14 
60109 60081 14 
60108 60080 16 
60098 60097 17 
60096 60095 15 
60095 60094 10 
60094 60093 11 
60093 60092 12 
60092 60091 20 
60086 60067 11 
60083 60082 15 
60082 60063 11 
60081 60058 15 
60080 60057 14 
60079 60056 17 
60069 60068 12 
60068 60045 11 
60067 60066 14 
60060 60038 19 
60060 60059 18 
60059 60037 18 
60058 60015 17 
60058 60057 19 
60057 60014 19 
60046 60003 17 
60046 60045 10 
60045 60002 18 
60039 59996 19 
60038 59995 13 
60037 59994 19 
60037 60036 19 
60036 59993 12 
60036 60035 11 
60035 59992 14 
60035 60034 15 
60034 60033 15 
60033 59991 17 
60033 60032 14 
60032 59990 12 
60032 60031 12 
60031 59989 10 
60031 60030 12 
60030 59988 11 
60030 60029 12 
60029 59987 10 
60029 60028 16 
60028 59986 12 
60028 60027 15 
60027 59985 17 
60027 60026 11 
60026 59984 19 
60026 60025 18 
60025 59983 16 
60025 60024 12 
60024 59982 14 
60024 60023 13 
60023 59981 17 
60023 60022 19 
60022 59980 14 
60022 60021 16 
60021 59979 10 
60021 60020 12 
60020 59978 18 
60020 60019 18 
60019 59977 16 
60019 60018 12 
60018 59976 13 
60018 60017 17 
60017 59975 16 
60017 60016 12 
60016 59974 12 
60016 60015 14 
60015 59973 12 
60015 60014 14 
60014 59972 20 
60003 59961 16 
60003 60002 12 
60002 59960 10 
60001 59959 17 
60001 60000 14 
59997 59996 15 
59996 59954 17 
59996 59995 16 
59995 59953 15 
59994 59952 15 
59994 59993 13 
59993 59951 12 
59993 59992 19 
59992 59950 13 
59991 59948 12 
59991 59990 13 
59990 59947 18 
59990 59989 13 
59989 59946 11 
59989 59988 16 
59988 59945 12 
59988 59987 20 
59987 59944 13 
59987 59986 20 
59986 59943 13 
59986 59985 18 
59985 59942 14 
59985 59984 13 
59984 59983 11 
59983 59982 16 
59982 59981 17 
59981 59980 14 
59980 59941 16 
59980 59979 17 
59979 59940 15 
59979 59978 20 
59978 59939 11 
59978 59977 11 
59977 59938 16 
59977 59976 20 
59976 59937 10 
59976 59975 11 
59975 59936 13 
59975 59974 13 
59974 59935 20 
59974 59973 19 
59973 59934 11 
59973 59972 20 
59961 59922 11 
59961 59960 16 
59960 59921 11 
59959 59920 11 
59959 59958 12 
59957 59918 17 
59954 59953 13 
59953 59914 18 
59952 59951 16 
59951 59912 17 
59951 59950 18 
59950 59911 19 
59950 59949 12 
59949 59910 16 
59949 59948 15 
59948 59909 10 
59948 59947 10 
59947 59908 20 
59947 59946 16 
59946 59907 14 
59946 59945 15 
59945 59906 12 
59945 59944 14 
59944 59905 11 
59944 59943 15 
59943 59904 20 
59943 59942 12 
59942 59903 20 
59941 59940 15 
59940 59939 13 
59939 59938 17 
59938 59937 13 
59937 59936 11 
59936 59935 14 
59935 59934 17 
59934 59901 18 
59934 59933 11 
59933 59900 20 
59932 59899 20 
59923 59922 14 
59922 59921 15 
59921 59888 18 
59920 59872 10 
59920 59919 16 
59919 59918 18 
59918 59871 18 
59918 59917 10 
59917 59870 17 
59916 59869 16 
59911 59910 11 
59910 59909 19 
59909 59908 12 
59908 59861 20 
59908 59907 18 
59907 59860 18 
59907 59906 10 
59906 59859 19 
59906 59905 18 
59905 59858 18 
59905 59904 14 
59904 59857 14 
59904 59903 16 
59903 59856 19 
59903 59902 11 
59902 59855 11 
59901 59844 18 
59901 59900 15 
59900 59843 17 
59890 59889 18 
59887 59886 19 
59885 59884 16 
59883 59882 16 
59882 59881 10 
59880 59879 12 
59879 59878 18 
59878 59877 19 
59877 59876 20 
59876 59875 18 
59875 59874 17 
59874 59873 20 
59872 59813 15 
59871 59811 19 
59871 59870 12 
59870 59810 20 
59870 59869 17 
59869 59809 12 
59869 59868 12 
59868 59808 16 
59868 59867 16 
59867 59807 15 
59854 59853 18 
59853 59852 12 
59852 59851 19 
59851 59850 19 
59850 59790 20 
59850 59849 11 
59849 59789 12 
59849 59848 16 
59848 59788 14 
59848 59847 19 
59847 59787 19 
59847 59846 10 
59846 59786 15 
59846 59845 12 
59845 59844 14 
59844 59843 11 
59825 59882 20 
59821 59764 10 
59814 59757 14 
59813 59756 12 
59813 59812 10 
59812 59755 18 
59812 59811 18 
59811 59754 14 
59811 59810 14 
59810 59753 14 
59810 59809 19 
59809 59752 16 
59809 59808 11 
59808 59751 20 
59808 59807 17 
59807 59750 17 
59798 59741 14 
59797 59740 15 
59792 59735 11 
59791 59734 12 
59791 59790 17 
59790 59789 19 
59789 59732 17 
59789 59788 18 
59788 59731 12 
59788 59787 14 
59787 59730 14 
59787 59786 19 
59786 59729 20 
59785 59725 10 
59766 59706 12 
59765 59705 10 
59764 59704 16 
59763 59703 19 
59762 59702 15 
59761 59701 16 
59760 59700 19 
59756 59755 10 
59755 59696 14 
59755 59754 16 
59754 59695 17 
59754 59753 15 
59753 59694 17 
59753 59752 10 
59752 59693 12 
59752 59751 20 
59751 59692 16 
59751 59750 16 
59750 59691 19 
59750 59749 10 
59749 59690 12 
59734 59675 17 
59733 59674 19 
59732 59673 11 
59732 59731 19 
59731 59672 18 
59731 59730 10 
59730 59671 18 
59729 59670 20 
59729 59728 16 
59728 59727 17 
59727 59726 15 
59726 59725 14 
59725 59669 14 
59725 59724 12 
59724 59668 15 
59705 59649 13 
59704 59648 19 
59703 59647 15 
59702 59646 15 
59701 59645 12 
59700 59644 18 
59699 59643 20 
59696 59695 10 
59695 59694 11 
59694 59640 10 
59694 59693 18 
59693 59639 13 
59693 59692 20 
59692 59638 13 
59692 59691 10 
59691 59637 16 
59691 59690 17 
59690 59636 18 
59689 59635 10 
59689 59688 13 
59688 59634 17 
59687 59686 11 
59685 59631 18 
59674 59620 20 
59674 59673 20 
59673 59619 13 
59673 59672 19 
59672 59618 12 
59672 59671 16 
59671 59617 12 
59671 59670 17 
59670 59616 10 
59669 59668 17 
59668 59613 20 
59649 59594 13 
59649 59648 15 
59648 59593 17 
59647 59592 17 
59646 59591 14 
59645 59590 12 
59645 59644 13 
59644 59589 15 
59643 59642 10 
59641 59586 10 
59640 59584 15 
59640 59639 16 
59639 59583 20 
59639 59638 14 
59638 59582 15 
59638 59637 20 
59637 59581 10 
59637 59636 13 
59636 59580 18 
59635 59579 16 
59635 59634 20 
59634 59633 17 
59633 59632 12 
59632 59576 17 
59632 59631 19 
59620 59564 16 
59619 59563 13 
59618 59562 15 
59617 59561 16 
59616 59560 19 
59616 59615 13 
59615 59559 18 
59615 59614 19 
59614 59558 18 
59613 59557 10 
59595 59594 16 
59594 59593 18 
59593 59537 14 
59589 59533 11 
59589 59588 16 
59588 59532 18 
59588 59587 18 
59584 59583 14 
59583 59582 15 
59582 59581 16 
59581 59529 20 
59581 59580 15 
59580 59528 14 
59579 59527 17 
59579 59578 16 
59578 59526 20 
59578 59577 20 
59577 59525 14 
59577 59576 12 
59563 59511 19 
59563 59562 17 
59562 59510 19 
59562 59561 19 
59561 59509 19 
59560 59559 19 
59559 59507 11 
59559 59558 20 
59558 59506 17 
59557 59505 10 
59555 59503 20 
59538 59537 10 
59537 59536 19 
59534 59482 19 
59534 59533 15 
59533 59481 18 
59533 59532 12 
59529 59528 19 
59528 59477 19 
59527 59476 13 
59527 59526 12 
59526 59475 14 
59526 59525 17 
59525 59474 11 
59525 59524 13 
59524 59473 12 
59511 59460 16 
59510 59459 15 
59507 59506 16 
59506 59455 15 
59505 59453 17 
59505 59504 19 
59504 59452 15 
59503 59451 20 
59502 59450 12 
59500 59448 10 
59482 59481 10 
59478 59426 17 
59477 59476 16 
59476 59425 11 
59476 59475 12 
59475 59424 16 
59475 59474 12 
59474 59423 19 
59474 59473 16 
59473 59422 20 
59472 59421 18 
59462 59411 10 
59462 59461 20 
59460 59409 15 
59459 59408 20 
59458 59407 16 
59457 59406 14 
59455 59404 17 
59455 59454 13 
59454 59403 18 
59453 59401 14 
59451 59399 16 
59450 59398 14 
59448 59396 16 
59425 59424 10 
59424 59423 13 
59423 59422 20 
59420 59372 15 
59419 59371 20 
59412 59364 13 
59411 59363 19 
59410 59362 19 
59408 59360 11 
59407 59359 19 
59406 59358 14 
59405 59357 19 
59404 59356 10 
59403 59355 14 
59403 59402 15 
59402 59354 10 
59402 59401 11 
59401 59353 18 
59400 59352 16 
59399 59351 11 
59398 59350 14 
59387 59339 12 
59373 59325 20 
59372 59322 13 
59372 59371 10 
59371 59321 18 
59371 59370 13 
59370 59320 13 
59364 59314 13 
59364 59363 14 
59363 59313 13 
59362 59312 17 
59361 59311 17 
59360 59310 17 
59360 59359 20 
59359 59309 15 
59358 59308 17 
59357 59307 16 
59357 59356 19 
59356 59306 13 
59355 59305 17 
59355 59354 19 
59354 59304 14 
59354 59353 15 
59353 59303 15 
59352 59302 18 
59342 59341 17 
59339 59289 10 
59339 59338 20 
59338 59288 10 
59338 59337 15 
59337 59287 12 
59337 59336 10 
59336 59286 13 
59335 59334 15 
59332 59331 13 
59330 59285 17 
59325 59280 20 
59325 59324 16 
59324 59279 18 
59324 59323 13 
59323 59278 13 
59322 59321 20 
59321 59320 15 
59320 59277 16 
59320 59319 15 
59319 59276 18 
59314 59271 11 
59314 59313 16 
59313 59270 17 
59309 59266 19 
59308 59265 13 
59307 59264 14 
59306 59263 10 
59305 59262 10 
59305 59304 10 
59304 59261 12 
59304 59303 15 
59303 59260 17 
59301 59258 20 
59300 59257 18 
59292 59291 18 
59291 59248 12 
59289 59246 17 
59289 59288 11 
59288 59245 16 
59288 59287 20 
59287 59244 15 
59287 59286 15 
59286 59243 17 
59285 59284 12 
59284 59242 14 
59280 59238 13 
59280 59279 19 
59279 59237 20 
59279 59278 17 
59278 59236 13 
59277 59276 11 
59276 59275 16 
59275 59235 19 
59274 59234 17 
59271 59270 20 
59263 59262 17 
59262 59222 14 
59262 59261 17 
59261 59221 11 
59261 59260 10 
59260 59220 16 
59260 59259 19 
59259 59219 19 
59259 59258 16 
59258 59218 17 
59258 59257 16 
59257 59217 19 
59256 59216 17 
59255 59215 14 
59249 59248 11 
59246 59206 11 
59246 59245 15 
59245 59205 19 
59245 59244 20 
59244 59204 14 
59244 59243 18 
59243 59203 15 
59242 59241 18 
59241 59202 13 
59238 59199 16 
59238 59237 17 
59237 59198 12 
59237 59236 19 
59236 59197 18 
59235 59196 11 
59235 59234 18 
59234 59195 13 
59226 59187 19 
59222 59183 14 
59222 59221 10 
59221 59182 11 
59221 59220 19 
59220 59181 14 
59219 59180 20 
59219 59218 18 
59219 59220 16 
59218 59179 16 
59218 59217 14 
59217 59178 18 
59216 59177 13 
59215 59176 17 
59214 59175 15 
59213 59174 12 
59209 59208 11 
59206 59205 17 
59205 59166 12 
59205 59204 19 
59204 59165 15 
59204 59203 20 
59203 59164 10 
59202 59163 12 
59199 59198 11 
59198 59159 19 
59198 59197 13 
59197 59158 13 
59196 59157 10 
59196 59195 11 
59195 59156 14 
59185 59146 14 
59183 59182 19 
59182 59143 14 
59182 59181 18 
59181 59142 18 
59181 59180 19 
59180 59141 15 
59179 59140 10 
59179 59178 11 
59178 59139 16 
59177 59138 14 
59177 59176 17 
59176 59137 16 
59175 59136 15 
59174 59135 17 
59170 59169 18 
59167 59166 20 
59166 59165 10 
59165 59126 10 
59165 59164 13 
59164 59125 16 
59163 59124 17 
59163 59162 13 
59162 59123 12 
59160 59159 16 
59159 59120 20 
59159 59158 18 
59158 59119 10 
59157 59118 18 
59157 59156 16 
59156 59117 12 
59147 59146 20 
59142 59103 14 
59142 59141 18 
59141 59102 13 
59141 59140 15 
59140 59101 16 
59140 59139 20 
59139 59100 20 
59139 59138 17 
59138 59099 16 
59137 59098 10 
59128 59127 19 
59126 59087 11 
59126 59125 12 
59125 59086 16 
59124 59085 13 
59124 59123 12 
59121 59120 16 
59120 59081 18 
59120 59119 20 
59119 59080 16 
59118 59079 13 
59118 59117 16 
59117 59078 16 
59107 59106 18 
59103 59064 20 
59103 59102 20 
59102 59063 18 
59102 59101 12 
59101 59062 16 
59101 59100 13 
59100 59061 15 
59099 59098 20 
59089 59088 17 
59087 59048 14 
59087 59086 12 
59086 59047 16 
59085 59042 15 
59085 59084 15 
59082 59039 20 
59082 59081 20 
59081 59038 20 
59080 59037 20 
59080 59081 13 
59079 59036 12 
59079 59078 14 
59078 59035 12 
59078 59077 14 
59067 59066 20 
59064 59021 20 
59064 59063 12 
59063 59020 16 
59063 59062 14 
59062 59019 11 
59062 59061 16 
59061 59018 14 
59061 59060 18 
59060 59017 20 
59048 59005 20 
59048 59047 15 
59047 59004 12 
59047 59046 17 
59046 59003 15 
59046 59045 12 
59045 59002 17 
59045 59044 10 
59044 59001 18 
59044 59043 14 
59043 59000 20 
59042 58997 15 
59039 59038 18 
59038 58993 11 
59038 59037 19 
59037 58992 10 
59036 58991 13 
59036 59035 15 
59035 58990 20 
59035 59034 15 
59021 58976 14 
59021 59020 11 
59020 58975 18 
59020 59019 15 
59019 58974 17 
59019 59018 15 
59018 58973 14 
59017 58972 15 
59017 59016 17 
59016 58971 15 
59005 59004 13 
59004 59003 10 
59003 59002 13 
59002 58957 14 
59002 59001 13 
59001 58956 18 
59001 59000 12 
59000 58955 17 
59000 58999 13 
58999 58954 13 
58999 58998 20 
58998 58953 11 
58994 58948 12 
58993 58947 14 
58993 58992 10 
58992 58946 10 
58991 58943 19 
58991 58990 19 
58990 58942 13 
58990 58989 11 
58976 58975 20 
58975 58927 18 
58975 58974 17 
58974 58926 19 
58974 58973 13 
58973 58972 20 
58972 58925 14 
58972 58971 11 
58971 58924 19 
58971 58970 18 
58970 58923 12 
58969 58922 11 
58955 58954 13 
58954 58907 17 
58954 58953 15 
58953 58952 20 
58951 58904 15 
58946 58945 16 
58945 58898 16 
58945 58944 19 
58944 58897 14 
58943 58896 10 
58943 58942 20 
58942 58895 18 
58942 58941 13 
58941 58940 20 
58933 58886 18 
58928 58881 20 
58928 58927 19 
58927 58880 11 
58927 58926 10 
58926 58879 18 
58925 58924 19 
58924 58923 15 
58923 58922 15 
58921 58877 19 
58920 58876 18 
58919 58875 18 
58908 58864 11 
58908 58907 20 
58899 58855 19 
58898 58854 11 
58898 58897 18 
58897 58853 16 
58896 58852 18 
58896 58895 13 
58895 58851 20 
58895 58894 20 
58894 58850 17 
58886 58842 20 
58881 58837 18 
58880 58836 11 
58880 58879 16 
58879 58835 13 
58879 58878 10 
58878 58834 10 
58877 58876 11 
58876 58875 20 
58875 58874 12 
58874 58833 11 
58874 58873 11 
58873 58832 13 
58867 58826 20 
58866 58825 10 
58865 58824 18 
58855 58814 18 
58855 58854 18 
58854 58813 12 
58854 58853 17 
58853 58812 13 
58852 58810 15 
58852 58851 17 
58851 58809 19 
58851 58850 13 
58850 58808 18 
58840 58798 19 
58837 58795 20 
58837 58836 17 
58836 58794 19 
58836 58835 19 
58835 58793 19 
58835 58834 17 
58834 58792 15 
58833 58832 10 
58832 58791 11 
58832 58831 16 
58815 58814 11 
58814 58773 11 
58814 58813 18 
58813 58772 18 
58813 58812 13 
58812 58771 18 
58812 58811 14 
58811 58770 13 
58810 58767 10 
58810 58809 16 
58809 58766 13 
58809 58808 12 
58808 58765 12 
58808 58807 20 
58796 58795 15 
58795 58794 12 
58794 58751 14 
58794 58793 17 
58793 58750 12 
58793 58792 14 
58792 58749 11 
58791 58790 17 
